Institution,Institution URI
Biological Division Oak Ridge National Lab,http://history.archives.mbl.edu/concepts/institution/6530215f-76f1-48e1-b21e-611553de769c
General Electric Research Laboratory,http://history.archives.mbl.edu/concepts/institution/5041a7ec-d09f-40c5-aec0-0f266bb22bff
Harbor University Of California Los Angeles Medical Center,http://history.archives.mbl.edu/concepts/institution/3e12c0d9-ea71-4061-93a3-c393f98e9d1b
College Of St Thomas,http://history.archives.mbl.edu/concepts/institution/b75db2e1-b111-46d8-80ad-35ff87f324f6
University Of Utah College Of Medicine,http://history.archives.mbl.edu/concepts/institution/5da18a81-3f01-44a0-a582-680854bab9f4
Davidson College,http://history.archives.mbl.edu/concepts/institution/e189b5ce-6479-40de-bd1d-983ff5eec82e
Louisiana State University Health Services Center,http://history.archives.mbl.edu/concepts/institution/61aa3f45-1054-43f6-bf35-1c01820e8941
University Of Estadual De Campinas,http://history.archives.mbl.edu/concepts/institution/58f8094a-7b74-4a78-b0c1-133d84201cb8
Albert Einstein College Of Medicine Of Yeshiva University,http://history.archives.mbl.edu/concepts/institution/37b627c6-97f4-4727-9b0f-389d874b89e1
Wolfson College Oxford,http://history.archives.mbl.edu/concepts/institution/11e98944-86a5-42d7-bd94-b93bbb0c9d01
Medical School Vanderbilt University,http://history.archives.mbl.edu/concepts/institution/c1748ca8-04d0-450a-b76d-abed0b0db47f
University Of Maine At Machias,http://history.archives.mbl.edu/concepts/institution/49b23cfa-51ed-4cf7-81a4-c4c62ffca890
Johns Hopkins University,http://history.archives.mbl.edu/concepts/institution/2f4b8e91-19ac-4ffa-a028-4848e69703f0
Institute Of Statistical Mathematics,http://history.archives.mbl.edu/concepts/institution/bf112218-099a-4b11-b151-9960e6474dc6
University College Dublin Belfield,http://history.archives.mbl.edu/concepts/institution/6be47666-35e1-4821-a72a-86a642a54df0
National Human Genome Research Institute Nih,http://history.archives.mbl.edu/concepts/institution/7431731a-c1f3-4717-8a8e-1146fd579190
Burke Rehabilitation Hospital,http://history.archives.mbl.edu/concepts/institution/0236fcfc-6e42-4731-932d-2a789df3dfa9
Johns Hopkins Hospital,http://history.archives.mbl.edu/concepts/institution/c4394227-b958-488d-8c51-9306e8cbe5b3
Grinnell College,http://history.archives.mbl.edu/concepts/institution/68814ccc-5c16-44bf-945f-35fdfdab9168
Willamette University,http://history.archives.mbl.edu/concepts/institution/fcb38722-8f87-4bee-a102-553a9b742c0d
Fda Bethesda,http://history.archives.mbl.edu/concepts/institution/bb26737a-e271-4e98-8117-bb368b5000bf
Biochemical Laboratory Cambridge University,http://history.archives.mbl.edu/concepts/institution/9bd64bcc-f9ee-4450-9bb2-0fd049d8ec23
Cold Spring Harbor Laboratories,http://history.archives.mbl.edu/concepts/institution/8abfdffd-4cec-4a41-8cc4-e5348a6bba75
University Of Western Australia,http://history.archives.mbl.edu/concepts/institution/e0aa9c89-8915-405e-bfc5-9784ffc9cbba
Macneal Hospital,http://history.archives.mbl.edu/concepts/institution/03b46631-02e1-4b9b-b307-149c6c40f26a
Axon Instruments,http://history.archives.mbl.edu/concepts/institution/798fb467-14fb-4518-bdd0-e521563182ba
Marin Biological Labs,http://history.archives.mbl.edu/concepts/institution/2b93a092-6409-4811-a090-b74a17570b90
Scripps Clinic,http://history.archives.mbl.edu/concepts/institution/4482523f-c2f0-4335-985b-b91a82c397e9
St Stephens College,http://history.archives.mbl.edu/concepts/institution/f14c6ee0-1261-4f2e-ab18-63efa1db0b39
Public Health Service,http://history.archives.mbl.edu/concepts/institution/6df127ab-ec5f-44e9-adf9-eb3a39dbe1f3
University Of Colorado Health Sciences,http://history.archives.mbl.edu/concepts/institution/350eca05-1c4c-4fc2-be72-c37c71ae19aa
Weill Medical College Of Cornell,http://history.archives.mbl.edu/concepts/institution/1b484d1d-0eca-43b9-8730-e53cb4f3037d
University Of Rostock,http://history.archives.mbl.edu/concepts/institution/87bc91a7-fa3f-46e5-87ea-c41a24251f7a
Belgium,http://history.archives.mbl.edu/concepts/institution/96b37e08-eca1-44b3-92f2-1597c4fe1768
Univ Of North Dakota School Of Medicine,http://history.archives.mbl.edu/concepts/institution/0b989ee2-c710-4bcd-bed9-f93cd42dacad
N Division High School,http://history.archives.mbl.edu/concepts/institution/6628e5a5-5e26-4a88-a803-968ccc86bc5b
Philadelphia Normal School,http://history.archives.mbl.edu/concepts/institution/8f115666-f169-4dee-a57c-4bda56a33345
University Of Cincinnati Medical School,http://history.archives.mbl.edu/concepts/institution/37778585-f2e8-4f04-ab43-35263289497e
Institute Of Cancer Research Columbia University,http://history.archives.mbl.edu/concepts/institution/7a70cc25-5131-476e-9cf4-01badaa7646e
Department Of Biology Northeastern Illinios University,http://history.archives.mbl.edu/concepts/institution/18fa827a-caa6-4f70-9d9c-4fb146a0fa1f
Nci And Princeton,http://history.archives.mbl.edu/concepts/institution/160accc2-b6cf-40f2-b0a1-5658d7c2f9ba
American International College,http://history.archives.mbl.edu/concepts/institution/b4b2497a-ce2d-4eae-b532-8bb6f0e89962
Hofstra College,http://history.archives.mbl.edu/concepts/institution/65776d1b-fab9-473c-8e06-a74b566e02e2
University Of Pennsylvania Medical Dept,http://history.archives.mbl.edu/concepts/institution/10aba198-c302-4d27-9fe1-371b7cacefc4
Roslin Institute,http://history.archives.mbl.edu/concepts/institution/cefcb481-ca2d-4ae0-b968-d929e56a4a60
Max Planck Institute For Dynamics And Self Organization,http://history.archives.mbl.edu/concepts/institution/023a777b-a739-41ea-8c7b-39750017865f
University Of Western Ontario,http://history.archives.mbl.edu/concepts/institution/ae63da9d-fe3b-4a44-9e78-dde7993a6d18
Wheelock College,http://history.archives.mbl.edu/concepts/institution/b5a05179-741e-48f8-acb3-0a5fe3a413a3
Institut Fur Tierphysiologie,http://history.archives.mbl.edu/concepts/institution/ed3bc371-68e2-4e9b-9da6-f8a89b0808af
Beckman Research Institute,http://history.archives.mbl.edu/concepts/institution/70ce5e88-6d5e-414e-9b8d-9b5be7329826
Dupont Merck Pharmaceutical Company,http://history.archives.mbl.edu/concepts/institution/03c70eab-1e7d-49d8-969e-b921f82f03d1
Brick Church,http://history.archives.mbl.edu/concepts/institution/a723b7f7-04f6-42c2-a0e4-e4e1d2a6900b
Dept Of Biology College Of Mount St Joseph,http://history.archives.mbl.edu/concepts/institution/2eac8581-7faf-41cd-8507-78b4a59b7701
Ludwig Maximilians Universitat Munchen,http://history.archives.mbl.edu/concepts/institution/03930bfe-084d-4c0d-9cba-a30ad25c8d40
Carleton University,http://history.archives.mbl.edu/concepts/institution/f09697f2-2adc-4847-b91d-4177155fa074
Indiana State Normal School,http://history.archives.mbl.edu/concepts/institution/7cd06f76-24f4-44b1-9b03-4087fb9dfafa
University Of Mexico,http://history.archives.mbl.edu/concepts/institution/5cc83c63-a72c-4560-b5a3-929bf1277472
Seattle Pacific University,http://history.archives.mbl.edu/concepts/institution/794dffd8-6be2-48dc-b68c-bca4680b05bf
Cancer Research Institute Boston College,http://history.archives.mbl.edu/concepts/institution/74a2a134-1794-4700-94a7-1895fe9b7dee
Utah State University,http://history.archives.mbl.edu/concepts/institution/f7b2d83a-a7be-4e9d-b471-5e8b7a426c08
Stiftung Tierartzliche Hochschule Hannover,http://history.archives.mbl.edu/concepts/institution/5c7c06f8-e27a-4574-82a0-af83ffed4d1e
Browne And Nichols,http://history.archives.mbl.edu/concepts/institution/618e8631-26bd-477c-9677-8ebc366265c7
St Marys Academy,http://history.archives.mbl.edu/concepts/institution/a7aa6774-2a13-44bf-b0f8-3c559d36e6d6
Western University Of Pennsylvania,http://history.archives.mbl.edu/concepts/institution/c443723b-b8f8-4749-b977-db6a795c348b
Max Planck Institut Fur Entwicklungsbiologie,http://history.archives.mbl.edu/concepts/institution/5af20719-565d-43db-8a16-2190a61acc4e
St Marys Seminary,http://history.archives.mbl.edu/concepts/institution/aadd4799-93b8-47c3-a6d4-c7c63239d013
Department Of Anatomy University Of Virginia,http://history.archives.mbl.edu/concepts/institution/c92ac437-fcf7-4976-8025-f1668bdf6fe4
Institute Of Sciences,http://history.archives.mbl.edu/concepts/institution/7af4dcc1-fe7f-4ebe-8395-ae80eabf0743
Fort Valley State College,http://history.archives.mbl.edu/concepts/institution/763d11a5-e6ae-49df-88b7-232ed0366381
University Of Tel Aviv,http://history.archives.mbl.edu/concepts/institution/da7f470d-f1bc-41b6-a5ef-f7d764f778a6
Marshfield Clinic,http://history.archives.mbl.edu/concepts/institution/08ff85e9-6f95-41fc-b21a-a6b82830d896
University Of Lagos,http://history.archives.mbl.edu/concepts/institution/ecf80f82-a25c-4f9a-ba2a-405c28d4a2be
Weill Medical College Of Cornell University,http://history.archives.mbl.edu/concepts/institution/db2a83a5-12d2-4e5f-839c-bb3da0385ef6
Kansas State Agricultural College,http://history.archives.mbl.edu/concepts/institution/5486c04a-04d5-4746-b39b-47214c3c3209
Saint Anselm College,http://history.archives.mbl.edu/concepts/institution/a4f6bfbb-de19-4a16-884e-b9b8652b7f95
Sorbonne,http://history.archives.mbl.edu/concepts/institution/98f08bf6-db06-463e-8da9-81bcbfa904af
Extension Division College Of Frestry Syracuse University,http://history.archives.mbl.edu/concepts/institution/d180723c-87c3-422f-8c81-0115a8d805e9
Post Graduate Medical School,http://history.archives.mbl.edu/concepts/institution/d599c419-ffe9-44ea-94e4-cb5b3a11f320
College For Women Western Reserve University,http://history.archives.mbl.edu/concepts/institution/31828396-aac5-4deb-846b-4594a8abf1d9
University Of Oxford,http://history.archives.mbl.edu/concepts/institution/05218362-a254-4b32-9dbe-05a478e60613
Vion Pharmaceuticals,http://history.archives.mbl.edu/concepts/institution/8f89701d-a02c-460e-ba13-34236c944002
Hunter College Cuny,http://history.archives.mbl.edu/concepts/institution/4f67b164-4413-4013-a031-5613e3ad0835
University Club,http://history.archives.mbl.edu/concepts/institution/2e6addc9-84c8-4039-814b-5f824b124008
University Of California Santa Barbara,http://history.archives.mbl.edu/concepts/institution/5dc9c593-ccc3-46f1-a5e5-efcd9edb05f8
Lucent Technology,http://history.archives.mbl.edu/concepts/institution/b3f7925c-3aff-454b-84c7-371bce263855
Dana Hall Wellesley College,http://history.archives.mbl.edu/concepts/institution/d830bce1-e5d8-4d62-8f78-bfc854102670
New York School Of Medicine,http://history.archives.mbl.edu/concepts/institution/6fe46e69-551f-4500-8714-d064220262b6
Suny University At Buffalo,http://history.archives.mbl.edu/concepts/institution/2c8eee03-13cd-4826-8efd-76df5a90f987
University Of Antwerp,http://history.archives.mbl.edu/concepts/institution/e001124c-9b79-42a2-a32e-40cd3e9f8cd1
University Of Gent,http://history.archives.mbl.edu/concepts/institution/7eda4349-c4e1-4770-a2d8-a4a0cf13e743
Effie Lab,http://history.archives.mbl.edu/concepts/institution/1745aeaf-1a0f-45c0-a781-78c9c2717bf8
Naples Marine Station,http://history.archives.mbl.edu/concepts/institution/26482aca-d0a3-42c5-94df-7537e51a2162
Laboratorio Di Embriologia Molecolare,http://history.archives.mbl.edu/concepts/institution/1b2b0053-1005-4e9a-a7be-ee1801488cb6
Hohenheim University,http://history.archives.mbl.edu/concepts/institution/eb38d65c-d8c2-4408-a73a-d8c58fe9e2f5
Science Reporter New And Observer,http://history.archives.mbl.edu/concepts/institution/e4a7fa09-2133-4685-b1cc-19edcc7a3a5f
University Of Athens,http://history.archives.mbl.edu/concepts/institution/8e8365f0-b7cc-4b67-b412-da12128c3c6c
University Of Newcastle Australia,http://history.archives.mbl.edu/concepts/institution/05cd40bd-127d-4c02-bdfb-11062a665db2
Macarthur Center For Molecular Parasitology Yale University,http://history.archives.mbl.edu/concepts/institution/b847e75b-e5b6-4595-b0e6-cd44d93eb7da
South Boston High School,http://history.archives.mbl.edu/concepts/institution/197d9459-75d6-4ced-9c2d-ffdb5097d632
Centers For Disease Control And Prevention,http://history.archives.mbl.edu/concepts/institution/1f88828e-5f9d-4c35-a48d-e6524b80e936
International Business Machine,http://history.archives.mbl.edu/concepts/institution/fc26961f-2957-4d2d-acf9-95a2fe9077ee
Bioelectronics Laboratory,http://history.archives.mbl.edu/concepts/institution/0f22978b-48ba-4c53-9320-ee690c717a12
National Research Council Johns Hopkins University,http://history.archives.mbl.edu/concepts/institution/648d2e95-e1db-4acd-8762-dfc1fa202ccc
Northwest Indian College,http://history.archives.mbl.edu/concepts/institution/e47c2856-d09f-473c-9164-13644d791184
Institute Of Oceanology,http://history.archives.mbl.edu/concepts/institution/d9b90028-d35b-4c40-b9db-9bfe8a213fa3
Zoology Department Columbia University,http://history.archives.mbl.edu/concepts/institution/be30da3f-c1ee-4a7c-8644-f94983137e69
Misses Masters School,http://history.archives.mbl.edu/concepts/institution/76fdf395-2e64-4bec-9ef7-2bd9b8d6cb9c
Towson State University,http://history.archives.mbl.edu/concepts/institution/0948bd17-598c-427f-8d53-8298c911b681
Department Of Biology University Of Georgia,http://history.archives.mbl.edu/concepts/institution/9d6b74d4-66f2-4cbb-9edc-35adfe5f2aa1
Ulm University,http://history.archives.mbl.edu/concepts/institution/63839d83-808c-4a07-ac54-f760234d66f5
University Of Nevada Las Vegas,http://history.archives.mbl.edu/concepts/institution/ddb38501-4f4e-4e73-8319-756dabcf6b8c
State College Of New York Medical Center,http://history.archives.mbl.edu/concepts/institution/d98743af-2fa7-473b-b122-a1268b0226b2
Eisenhower College,http://history.archives.mbl.edu/concepts/institution/ba7bbb51-7233-4ca6-9f44-748621607d93
London Research Institute,http://history.archives.mbl.edu/concepts/institution/5b463be8-5f18-4901-808c-858629f1e614
University Of Pisa,http://history.archives.mbl.edu/concepts/institution/7c876b21-0124-49d4-bb4b-4bc0c63cb59a
University Of Wyoming,http://history.archives.mbl.edu/concepts/institution/71488c38-3b2a-42b8-b6f9-000d638578cf
City College City Of New York,http://history.archives.mbl.edu/concepts/institution/a0f0a551-61d6-4488-9ac7-3e16c49edc1c
Laboratory Of Viral And Molecular Pathogenesis Nih,http://history.archives.mbl.edu/concepts/institution/6f52a714-0d41-4524-8098-678099cc578d
University Of Bordeaux,http://history.archives.mbl.edu/concepts/institution/17272679-43ae-4ba8-b633-7fe2f6069f4c
University Of Gothenburg,http://history.archives.mbl.edu/concepts/institution/bd3f6d29-0388-46ee-a202-11f0b2a5469e
Hennepin County Medical Center,http://history.archives.mbl.edu/concepts/institution/9b709e2a-aa07-489a-9fe4-cfed4adbd866
Vibration And Sound Sol Ltd,http://history.archives.mbl.edu/concepts/institution/35f10b8b-79ae-450c-9754-5c8df1d1116e
Boston Childrenas Hospital And Forsyth Institute,http://history.archives.mbl.edu/concepts/institution/b9b43249-2c84-4f86-9e1f-613e8fb11ad7
Harvard Medical School Massachusetts General Hospital,http://history.archives.mbl.edu/concepts/institution/f3a6bd7d-8a57-404f-91f3-c8f64d17345f
Institute For Ecosystem Studies,http://history.archives.mbl.edu/concepts/institution/b78e1d04-30eb-4e6e-ab0f-f0c3f4d07f39
Caritas St Elizabeths Medical Center,http://history.archives.mbl.edu/concepts/institution/2da87e52-8a7d-419f-b038-d9baaf286b3d
Fda,http://history.archives.mbl.edu/concepts/institution/c95687cb-ec05-46ae-af6b-6035d8c1d41e
Russell Sage Institute Of Pathology,http://history.archives.mbl.edu/concepts/institution/1de8fdfa-287d-4818-b9d6-18f6971db939
University Of Stellenbosch,http://history.archives.mbl.edu/concepts/institution/5263a1f2-2aad-4d30-a10a-c050a3435c41
Correspondent Businessweek,http://history.archives.mbl.edu/concepts/institution/d8a273fb-f902-4710-96c4-d84a2fbc0006
Plant Protection Institute,http://history.archives.mbl.edu/concepts/institution/8f17128c-2fc8-4860-b523-6080ba5e3b63
Drexel University College Of Nursing,http://history.archives.mbl.edu/concepts/institution/29bf8a86-1fb9-49aa-974e-75422c54576b
University Of Rome La Sapienza,http://history.archives.mbl.edu/concepts/institution/5806995e-dc1f-4d60-b89a-676d5cbc03e7
Universidad Nacional De Mar Del Plata Mar Del Plata,http://history.archives.mbl.edu/concepts/institution/5ceb6e5d-c634-4be5-beab-f72cd2665711
Darmstadt University Of Technology,http://history.archives.mbl.edu/concepts/institution/c5caf869-3148-47e3-95a4-c975ff7ca20c
Temple University School Of,http://history.archives.mbl.edu/concepts/institution/d9523085-950e-456d-8fe8-8c5463f154c2
Bushwick High School,http://history.archives.mbl.edu/concepts/institution/c6e0ca29-cc2c-45d0-bd28-e14b3a669d00
Joslin Diabetes Clinic,http://history.archives.mbl.edu/concepts/institution/a2d5f208-f432-4298-af2d-df8915b8967b
East Stroudsburg University,http://history.archives.mbl.edu/concepts/institution/ed7893a6-7540-42e4-bfca-aa922180d762
Faculty Of Medicine University Of Tokyo,http://history.archives.mbl.edu/concepts/institution/b75b3477-13a4-4bc5-83c8-5631eb236851
Beilinson Medical Center,http://history.archives.mbl.edu/concepts/institution/8d3a68d7-81dc-422b-994e-f609f3327eeb
Kaiser Wilhelm Institut Fur Biologie,http://history.archives.mbl.edu/concepts/institution/c961609d-7015-4d24-bc8f-74185e08bbc5
New York Homoeopathic Medical College,http://history.archives.mbl.edu/concepts/institution/a782b006-1881-4233-8264-08574c7d3637
Institut Jacques Monod,http://history.archives.mbl.edu/concepts/institution/67bdd5a6-4666-4e63-83e0-a5f945566f94
Maryland State Normal School,http://history.archives.mbl.edu/concepts/institution/be753570-1c24-44f8-a846-6f77c029709f
Searle Research Laboratory,http://history.archives.mbl.edu/concepts/institution/db9d4216-40bc-4ba6-b694-6bbc1c9e3557
National Polytechnical Institute,http://history.archives.mbl.edu/concepts/institution/442d630c-d3ff-44b4-9b18-865e6190699c
Boston Biomedical Research Institute,http://history.archives.mbl.edu/concepts/institution/9cf5bc1d-3ff6-4e63-bd18-aba6e8cf96b3
Fred Hutchinson Cancer Research Institute,http://history.archives.mbl.edu/concepts/institution/ab0ce762-99ee-4735-99c4-d839645e2805
Russian Academy Of Sciences,http://history.archives.mbl.edu/concepts/institution/b766d3f1-f383-4946-9647-5f7a71dc0be0
Universite De Bordeaux,http://history.archives.mbl.edu/concepts/institution/b72a9d51-e31e-492f-ae62-14936f453eef
Massachusetts General Hospital Harvard Medical School,http://history.archives.mbl.edu/concepts/institution/4c2a4831-3164-4286-8076-065b9824f681
Clemson College,http://history.archives.mbl.edu/concepts/institution/ae6e5c52-1d1d-44a6-aad7-a943be5cedc6
Florida State College For Women,http://history.archives.mbl.edu/concepts/institution/e0e48242-b34e-4019-9816-5db9e448de43
University Of Glasgow,http://history.archives.mbl.edu/concepts/institution/e58c5069-ada4-4a5e-b979-d56c129e75ff
Erasmus Mc,http://history.archives.mbl.edu/concepts/institution/2ceb7cfd-658b-4a6f-9eb2-5715a8974fe5
Niigata University,http://history.archives.mbl.edu/concepts/institution/6ab4d3cb-7c1b-4834-894a-a1faf77a78e6
Department Of Biological Sciences Mellon Institute Of Cmu,http://history.archives.mbl.edu/concepts/institution/9714d5f3-b182-47a3-91ed-a8ac21d0c256
Cedar Crest College,http://history.archives.mbl.edu/concepts/institution/d7b98851-820a-4c4d-a107-6ff74351bc56
Department Of Zoology University Of California Los Angeles,http://history.archives.mbl.edu/concepts/institution/757eeea5-6dc4-4f8a-bcd2-9859f7cee9a7
Leland Stanford University,http://history.archives.mbl.edu/concepts/institution/8066445c-410b-4ff7-8556-edecb8472b57
Walter Reed Army Medical Center,http://history.archives.mbl.edu/concepts/institution/e69811d9-fc08-4d8b-bfb6-179f2784251b
Brooklyn Jewish Hospital,http://history.archives.mbl.edu/concepts/institution/7766e447-e369-45b2-80a4-dde482c8da01
Harvard Medical School And Massachusetts General Hospital,http://history.archives.mbl.edu/concepts/institution/e2722e6c-c4bd-4439-be32-4fe4fb753ee8
Yap High School,http://history.archives.mbl.edu/concepts/institution/69b40b1f-7e0f-4d27-a42f-9a9406cd07ca
University Of Miami School Of Medicine,http://history.archives.mbl.edu/concepts/institution/cf9437dc-2ddb-4e0b-bfa0-169dc093899f
St Andrews School,http://history.archives.mbl.edu/concepts/institution/ce4fd0d9-08e5-4983-88a3-9f5283e58253
St Georges Hospital Medical School England And Northwestern University,http://history.archives.mbl.edu/concepts/institution/96c59a34-0734-45c3-b9e9-6824a691011b
University Of Kiel,http://history.archives.mbl.edu/concepts/institution/1c36591e-b564-4e1e-8196-0a57d14bff9f
Marquette University And University Of Pennsylvania,http://history.archives.mbl.edu/concepts/institution/aa473db3-d7cc-4534-8566-1dea198209cc
Institut Jacques Monod Centre National De La Recherche Scientifique,http://history.archives.mbl.edu/concepts/institution/742b258d-86dd-4bb0-9a68-3fb0c3dde79d
Phillips Academy,http://history.archives.mbl.edu/concepts/institution/1a995aea-0b80-4143-9627-835b73aec044
Cincinnati Childrens Research Foundation,http://history.archives.mbl.edu/concepts/institution/c053de26-cceb-4025-8738-ceeaf78e5c87
University And Bellevue Hospital Medical College,http://history.archives.mbl.edu/concepts/institution/cf96ae85-b9c0-4f32-9381-2e30c48de5ea
Fairfax Baptist Academy Temple,http://history.archives.mbl.edu/concepts/institution/1f08eea1-d2bd-4214-bed0-4cea953a392e
University Of Washington Friday Harbor Laboratories,http://history.archives.mbl.edu/concepts/institution/71aef3e6-8269-4caf-b478-a8b6c53c8ed0
University Of Pavia,http://history.archives.mbl.edu/concepts/institution/7bdb2e5d-912b-4043-8f99-f788d88d681d
University Of Bath,http://history.archives.mbl.edu/concepts/institution/6f7c970c-dab4-4138-bb8c-d305a053c497
University Of Virginia,http://history.archives.mbl.edu/concepts/institution/43fd007a-d8e4-44d8-b424-a2f914ad8023
Scripps Research Institute,http://history.archives.mbl.edu/concepts/institution/fedcee3d-a390-4d2e-b42d-492eeee3c6c3
Universidad Del Valle,http://history.archives.mbl.edu/concepts/institution/8276ab01-45b9-4354-a962-3b1138e4217e
United States Department Of Energy Joint Genome Institute,http://history.archives.mbl.edu/concepts/institution/7daa563c-e63e-4539-9592-94886131b107
University Of South Bohemia,http://history.archives.mbl.edu/concepts/institution/4ea4d198-65c9-4097-83de-5108e4d7e6f6
University Of Medicine And Dentistry Of New Jersey,http://history.archives.mbl.edu/concepts/institution/faf4881d-6ba9-4e70-9499-69e6d9ebd7b1
Section On Biophysical Histology,http://history.archives.mbl.edu/concepts/institution/b3b8c274-d371-488f-8a43-92bbf40cf475
Corporacion Para Investigaciones Biologicas,http://history.archives.mbl.edu/concepts/institution/76927e4e-065e-46fe-aea6-c755429e7b57
University Of Puget Sound,http://history.archives.mbl.edu/concepts/institution/a2460ea9-cba3-44f3-b569-523c4044fb33
University Of Utah,http://history.archives.mbl.edu/concepts/institution/8d76b521-b121-4eca-bc9a-c1009c8f1a2f
Providence Health Systems,http://history.archives.mbl.edu/concepts/institution/437c46e7-eb18-41b9-8a99-1b4e03703d5a
Universidade Dos Acores Cais De Sta Cruz,http://history.archives.mbl.edu/concepts/institution/9edce647-4957-46d2-8af4-9ee5ec878c81
Universidad Peruana Cayetano Heredia,http://history.archives.mbl.edu/concepts/institution/5b5d93cd-d563-4587-8aee-8d7dfc154e96
Parma City School,http://history.archives.mbl.edu/concepts/institution/f469ff25-b0e4-4979-bb51-41b9f97cbd0c
Dept Of Biology Mit,http://history.archives.mbl.edu/concepts/institution/f24450e5-bc70-4091-b81c-ed8e6294f1ae
Ucla Harbor Medical Center,http://history.archives.mbl.edu/concepts/institution/70e25169-5f84-4c80-b77b-a89573fb1e1f
Wayne State University College Of Medicine,http://history.archives.mbl.edu/concepts/institution/09cfffff-0475-480a-b65d-22cc9330891c
Royal Melbourne Hospital,http://history.archives.mbl.edu/concepts/institution/bc2210d9-af90-4d1b-85ef-f1064177d66f
North Texas Eye Research Institute,http://history.archives.mbl.edu/concepts/institution/ce4222a0-4120-4d46-b264-c7a9fd2c67f9
Ludlow High School,http://history.archives.mbl.edu/concepts/institution/f3b1cb0b-7720-4d5b-a59f-c1092a433338
Otogo University,http://history.archives.mbl.edu/concepts/institution/8630b561-990f-4705-9cd7-f7135dc0f211
University Of Chicago Medical School,http://history.archives.mbl.edu/concepts/institution/7ea341b9-124f-4ce7-a4c0-49da34a71cea
King Ethelbert School,http://history.archives.mbl.edu/concepts/institution/e3e0bfd6-6f18-4fd9-9c4b-51be94ebf924
Northeastern Ohio University College Of Medicine,http://history.archives.mbl.edu/concepts/institution/3d811006-fae4-48f6-81f6-8250fb236549
Biological Institute Of Tohoku University,http://history.archives.mbl.edu/concepts/institution/c64bd9e1-6f16-4abf-b4e4-d6e7eac9c6e2
Institute For Adaptive And Neural Computation,http://history.archives.mbl.edu/concepts/institution/22e9e6b4-2d56-41db-b5b6-616578449b1b
Biology National Laboratory,http://history.archives.mbl.edu/concepts/institution/7c27d384-ef9c-408a-9ce7-a3611153c349
Lerner Marine Laboratory Of American Museum Of Natural History,http://history.archives.mbl.edu/concepts/institution/d5c0dbc4-6e6e-4da6-8452-4f72c9810f83
Baugh Institute Of Anatomy,http://history.archives.mbl.edu/concepts/institution/2b80cf7b-1615-4630-8af4-ebfddfb79bde
Hospital General De Ninos Ricardo Gutierrez,http://history.archives.mbl.edu/concepts/institution/38d06bbb-31ad-4a43-90ed-3321c457a3ca
Childrens Hospital Boston,http://history.archives.mbl.edu/concepts/institution/4912b30e-fc1a-4804-a843-a9da455c899a
Kanazawa University,http://history.archives.mbl.edu/concepts/institution/bf5aebc4-90d7-4738-8b64-ba45f6a48c08
University Of California San Diego Medical Center,http://history.archives.mbl.edu/concepts/institution/8c74c41f-d745-4f7c-ae8f-54d9d6369728
Max Planck Institut Fur Biologische Kybernetik,http://history.archives.mbl.edu/concepts/institution/c11a6b25-222d-44ed-841a-2f857e23c2f8
Training School,http://history.archives.mbl.edu/concepts/institution/3126774d-6fbf-487c-8221-a8661b6e78ab
Universidad Del Magdalena,http://history.archives.mbl.edu/concepts/institution/bd29023a-30a6-446f-a16d-0b3a58d5342a
Porter Neuroscience Research Center,http://history.archives.mbl.edu/concepts/institution/86c34954-c1b2-4ac2-ad5c-49454902a667
Drury College,http://history.archives.mbl.edu/concepts/institution/04fcff53-0063-42e7-96f3-a5454eedf100
University Of Prague,http://history.archives.mbl.edu/concepts/institution/fd7c418b-b43a-4503-b095-0b2a9575bd58
Queens Medical Centre,http://history.archives.mbl.edu/concepts/institution/a0ccee60-1bf9-4c81-acdc-cdc712c31491
Technical University Of Munich At Garching Frg,http://history.archives.mbl.edu/concepts/institution/a7c3603f-7781-4102-bccc-37e7a2546498
Harvard Smithsonian Center For Astrophysics,http://history.archives.mbl.edu/concepts/institution/430991e2-4a38-4a16-a78b-4c986f30004e
Champalimaud Foundation,http://history.archives.mbl.edu/concepts/institution/2f1c2c78-ad24-4357-9cf1-d6d12f768ef3
Newton Wellesley Hospital,http://history.archives.mbl.edu/concepts/institution/a3a80f84-5dbf-4597-9b18-bcc7cbad1cf4
Medical Dept University Of Maryland,http://history.archives.mbl.edu/concepts/institution/7587bdcf-fdb8-49be-8ffa-855775a2d25c
Medical Biology Institute,http://history.archives.mbl.edu/concepts/institution/11cf752d-afcb-48b2-a518-6eb52251160e
Cermes,http://history.archives.mbl.edu/concepts/institution/47d769c1-8a61-4aeb-8004-cac9b4d6790f
Universita Di Napoli,http://history.archives.mbl.edu/concepts/institution/8e79661c-8253-4035-9f79-4b9b38cd9332
Neuropsychiatric Institute University Of Illinois,http://history.archives.mbl.edu/concepts/institution/dd72b17e-5bbf-46f4-b21d-d790bdcc61a3
University Of Oregon Medical School,http://history.archives.mbl.edu/concepts/institution/4c8544f0-a579-4746-add9-55e547d9a2f9
Cornell University Emerita,http://history.archives.mbl.edu/concepts/institution/e7e65b71-6a70-4480-b625-f665f1f33182
Bristol Myers Company,http://history.archives.mbl.edu/concepts/institution/875f112f-e7a2-4d85-af06-4050ffcf5bdf
Associates Of Cape Cod,http://history.archives.mbl.edu/concepts/institution/d390b7a8-f7fc-4e85-a83d-f9695d6afadd
