Institution,Institution URI
University Of Pennsylvania Graduate School Of Medicine,http://history.archives.mbl.edu/concepts/institution/8f304bcc-353d-40c5-b2f8-f04c1b219458
Us Army Aeromedical Center,http://history.archives.mbl.edu/concepts/institution/b6c748ab-5ae4-4ef4-b95d-e93f0fa781e1
State University Of New York College Of Medicine,http://history.archives.mbl.edu/concepts/institution/536e76da-f012-4844-87cc-5d05d432e047
Hahnemann University School Of Medicine,http://history.archives.mbl.edu/concepts/institution/de1df192-7903-4339-bce1-0be8d102a82a
Shellfish Laboratory,http://history.archives.mbl.edu/concepts/institution/18ea5fc5-ed53-4bd0-9a13-3aeac47c6163
Mayo Clinic Rochester,http://history.archives.mbl.edu/concepts/institution/f8cdf968-7d7b-47cb-95f1-82d1d31c4cf9
Kansas Wesleyan University,http://history.archives.mbl.edu/concepts/institution/110fa236-5a04-4910-ba2e-e2c9788c3e38
Protein Research Institute,http://history.archives.mbl.edu/concepts/institution/8cd711a0-7d34-44f0-b176-f09db737cf5a
Southwestern Medical School,http://history.archives.mbl.edu/concepts/institution/a5de9278-7084-4219-a85e-e7bab4a40de6
Cuny Medical School,http://history.archives.mbl.edu/concepts/institution/9ca67a70-bcb5-479c-9e92-c05b7b077154
Cook County Hospital,http://history.archives.mbl.edu/concepts/institution/1328977a-ee6c-4887-a34c-317f768dd375
University Of Birmingham Medical School,http://history.archives.mbl.edu/concepts/institution/2781619f-d6b0-4935-b46f-fca54fcb21ad
University Of Kansas School Of Medicine,http://history.archives.mbl.edu/concepts/institution/fdb8d34f-8bf9-4749-8bfe-52675cae9fd2
Kistin Babitsky Latimer And Latimer,http://history.archives.mbl.edu/concepts/institution/54f38eda-2d67-4513-aeec-6636f27b7f7b
University Of Connecticut,http://history.archives.mbl.edu/concepts/institution/3600f8d1-2379-4bc3-a605-c4a0b718d932
National Park Services,http://history.archives.mbl.edu/concepts/institution/0b091b4a-1d1d-4afd-b3df-7c93af5484b2
Sir William Dunn School Of Pathology,http://history.archives.mbl.edu/concepts/institution/39aa6c2b-7642-4c97-8f58-1237a3daabb0
Hospital Tornu,http://history.archives.mbl.edu/concepts/institution/821d8622-5cad-4b22-99f2-e1fc68ebf225
Wilmer Inst,http://history.archives.mbl.edu/concepts/institution/6d3ebc6b-81cf-4926-a137-f1f489da9cbc
East Boston High School,http://history.archives.mbl.edu/concepts/institution/2fab419f-de10-40d0-ba46-04a99c7d8804
Bermuda Biological Station,http://history.archives.mbl.edu/concepts/institution/a2d3486f-b5ca-4e6c-9c3e-3d85ce24a136
Max Planck Institute For Chemical Ecology,http://history.archives.mbl.edu/concepts/institution/a4e13148-4143-4f6c-9725-efecbecd8338
Israel Hospital,http://history.archives.mbl.edu/concepts/institution/c8dee629-9ff6-4727-9b66-2db120508c95
Clarendon House Grammer School,http://history.archives.mbl.edu/concepts/institution/f050f04e-049f-4a77-8ed8-8788d1ab27bf
University Of New Mexico,http://history.archives.mbl.edu/concepts/institution/9fb6773c-efe4-481b-a826-e8decad9dffb
Harvard University Radcliffe College,http://history.archives.mbl.edu/concepts/institution/36c3241b-40c9-470f-bf6f-9c85a9b57e56
Kenyon College,http://history.archives.mbl.edu/concepts/institution/01e17b6f-a515-482d-b29e-eafb3fc5ba27
Us Naval Medical Research Unit No 6 Namru 6,http://history.archives.mbl.edu/concepts/institution/75d38724-5d5f-4859-b07c-97443d0eb65f
Department Of Biophysics University Of Pittsburgh,http://history.archives.mbl.edu/concepts/institution/5fee702b-d0de-462f-8e63-bce612c493c1
Facultad De Ciencias Exactas Y Naturales,http://history.archives.mbl.edu/concepts/institution/5c81a2f0-f908-48e9-a86e-768ee1f65229
Ciiemad Ipn,http://history.archives.mbl.edu/concepts/institution/ae4b311a-4e49-4ff1-93bb-8bb2c8d6914f
University Hawaii,http://history.archives.mbl.edu/concepts/institution/5c245123-35e2-4493-abf9-538f9153a5ef
University Of Alabama Medical School,http://history.archives.mbl.edu/concepts/institution/a9fb1a68-4dd1-43f9-936f-325cda3a24a0
Illinois College,http://history.archives.mbl.edu/concepts/institution/83fee05e-4973-44f3-a088-c5e60e6ac160
University Of West Indies,http://history.archives.mbl.edu/concepts/institution/df1ed25d-7781-499e-b484-5cfec8bcd00b
Moscow State University,http://history.archives.mbl.edu/concepts/institution/142c92fb-2720-4d9e-8e6d-6d540efcf62f
Ecole Normale Supierior,http://history.archives.mbl.edu/concepts/institution/505903d0-aa5f-498a-943f-69ef9ac4cebd
Marine Laboratories University Of Delaware,http://history.archives.mbl.edu/concepts/institution/fdff6634-fd6e-4743-b94b-8a3b8c672031
Chairman Department Of Biology Marquette University,http://history.archives.mbl.edu/concepts/institution/d6987153-b261-49b2-b512-c8f1a29e88cb
Pdc,http://history.archives.mbl.edu/concepts/institution/5293c533-8594-42d1-ac04-db781ccc32c6
St Vincents Hospital Of New York,http://history.archives.mbl.edu/concepts/institution/863d025f-6c11-4fcd-8b2e-374ccd8fb3ab
College Of Academy Of New Church,http://history.archives.mbl.edu/concepts/institution/d6cddbdc-f7b2-498d-89d7-5e56fa74eb58
University Clinics Muenster,http://history.archives.mbl.edu/concepts/institution/93d7ed68-e9ba-4ec2-8bb4-2c6305f577a0
Department Of Botany University Of California,http://history.archives.mbl.edu/concepts/institution/a48218c6-6bda-4253-b064-fd65cf04a1c6
School Of Medicine University Of Alabama,http://history.archives.mbl.edu/concepts/institution/0857de6f-03ca-4610-b3a6-0d91d15b7fb5
Roche Diagnostics,http://history.archives.mbl.edu/concepts/institution/b7dd8741-2535-44e8-877e-168d8f28ec87
Kent State University,http://history.archives.mbl.edu/concepts/institution/53faebc7-5bf7-4e13-a35e-c7b3d80951df
Mount Union College,http://history.archives.mbl.edu/concepts/institution/348dbe46-c342-4eb8-b4f7-4cb7397c6c55
Virginia Tech University,http://history.archives.mbl.edu/concepts/institution/53d86967-ee2e-47a1-904c-af2fb73ca8c4
University Of Southern Florida Medical Center,http://history.archives.mbl.edu/concepts/institution/966baca7-d29f-4060-b6fb-15d8323a2e31
Groton School,http://history.archives.mbl.edu/concepts/institution/9f7ba905-c069-421a-ab22-42f4c5a6205b
City College Of City University Of New York,http://history.archives.mbl.edu/concepts/institution/30f45e84-194d-439f-a7b6-6381af2c1a6a
National Heart Lung And Blood Institute Nih,http://history.archives.mbl.edu/concepts/institution/a452266e-2d95-4344-8981-15a012c39e2f
Dynamac,http://history.archives.mbl.edu/concepts/institution/ba8350f6-4b75-4589-b3c4-0442237e7283
China Agricultural University,http://history.archives.mbl.edu/concepts/institution/52001b37-855f-4422-8c2f-85fdbcd4585f
National Marine Fisheries Service Laboratory,http://history.archives.mbl.edu/concepts/institution/456cc630-0077-4223-a882-a56976908f4f
Pharmacological Institute Of University Of Berline,http://history.archives.mbl.edu/concepts/institution/baa62136-41a6-4af8-a2fa-aac4b5dc27a8
St Pauls Medical School,http://history.archives.mbl.edu/concepts/institution/879da93e-922a-4d3d-bf78-77188288d672
Instar Institute,http://history.archives.mbl.edu/concepts/institution/d741bdbe-9fda-4f48-8d0f-57e89e43e00b
Lyndon State College,http://history.archives.mbl.edu/concepts/institution/66d110e1-a9c8-4257-b7dd-530981803c62
Usa Medical Research Institute Of Chemical Defense,http://history.archives.mbl.edu/concepts/institution/7c93ec5e-0814-4719-9e66-421babf9e36d
University Of Kazan,http://history.archives.mbl.edu/concepts/institution/53789a88-4c27-4444-822e-fa20fe9df0f6
Paris High School,http://history.archives.mbl.edu/concepts/institution/40e06b95-021f-4f1e-abfb-9ae8bb065ca1
Universitat Rostock,http://history.archives.mbl.edu/concepts/institution/39c78c68-f1f2-4942-b0a6-566f8d8f834b
Mrc Anatomical Neuropharmacology Unit,http://history.archives.mbl.edu/concepts/institution/1241b0f3-2e4f-4f54-9064-18635c7b53d9
Albany Medical College Of Union University,http://history.archives.mbl.edu/concepts/institution/00f1d0b4-a134-41ea-ae74-7c049d321f09
Department Of Biology Lawrence University,http://history.archives.mbl.edu/concepts/institution/f08d3419-96ca-47d4-aab2-ca197e6f4432
Wooster University,http://history.archives.mbl.edu/concepts/institution/e7231746-594f-44b4-a794-b76458ebbc2a
Department Of Botany Indiana University,http://history.archives.mbl.edu/concepts/institution/1eb96a9b-bec1-4b5d-b7e0-4f85590534b6
Botany School Cambridge University,http://history.archives.mbl.edu/concepts/institution/56e3c32d-5c24-4efe-8165-6b149ec84388
Department Of Microbiology Rutgers Medical School College Of Medicine And Dentistry Of New Jersey,http://history.archives.mbl.edu/concepts/institution/83c70dd3-ff3d-4b1a-8ce0-ab67180825f3
University Of Birmingham,http://history.archives.mbl.edu/concepts/institution/ee1cc044-c743-4279-873a-42c49b8c17d7
Picower Institute For Medical Research,http://history.archives.mbl.edu/concepts/institution/f8af70e3-440a-4dfc-8d69-54571e4a8f3a
Medgar Evers College Cuny,http://history.archives.mbl.edu/concepts/institution/011a41b3-a992-4f90-9754-fd3304ff96da
Goteborg University,http://history.archives.mbl.edu/concepts/institution/7543ff21-c0cb-49f0-a35b-b729dda282ef
University Of Kansas Hospital,http://history.archives.mbl.edu/concepts/institution/95b11c35-4d8e-402b-81d1-82a1d2e8e337
Marine Science Laboratory University Of College Of North Wales,http://history.archives.mbl.edu/concepts/institution/709dcd94-1ab5-4656-b132-2158f2d96958
Univeristat Konstanz,http://history.archives.mbl.edu/concepts/institution/3868ff96-a07f-4ba0-95b4-040762799a57
St Marys College Of Maryland,http://history.archives.mbl.edu/concepts/institution/41fabdaf-c822-4f11-9c9d-7989615c93e8
Cornell Graduate School Of Medical Sciences,http://history.archives.mbl.edu/concepts/institution/10b8a786-11ed-4251-b0d4-7e6507f3e209
Professor Of Biochemistry Albany Medical College Of Union University,http://history.archives.mbl.edu/concepts/institution/e70b63a7-0926-4a4e-a4a9-08224d564a91
University Of Kobe,http://history.archives.mbl.edu/concepts/institution/29a978af-4ad5-4b89-a986-b4d04680bdb6
Scott High School,http://history.archives.mbl.edu/concepts/institution/4046b586-f06d-4377-a548-78239e2eb414
Max Planck Institute Of Biochemistry,http://history.archives.mbl.edu/concepts/institution/ba92bbbc-80bb-4bfd-b161-46ff9f7330e6
University Of Buea,http://history.archives.mbl.edu/concepts/institution/5acf8599-7730-4b56-9c3d-f1e51eef3dfd
Millersville University,http://history.archives.mbl.edu/concepts/institution/2c3ea68d-9959-4cc1-9d7a-505fdd63b0f6
Institute For Anatomy And Cell Biology,http://history.archives.mbl.edu/concepts/institution/cff8f0ef-7f30-4225-a6cc-2b11f07ed43a
University Of City Of New York,http://history.archives.mbl.edu/concepts/institution/0e2a447b-b2e3-404e-8491-68592b487d4f
Montpellier Laboratory Of Computer Science,http://history.archives.mbl.edu/concepts/institution/9add534a-60eb-4c83-b239-f63d6805b977
Ars Usda Sbml,http://history.archives.mbl.edu/concepts/institution/788ad673-7019-4f06-8454-0d8bf078959c
Chiba University,http://history.archives.mbl.edu/concepts/institution/dd8bd350-5a41-4576-87a8-1c746411913f
Anatomy And Biology Case Western Reserve University,http://history.archives.mbl.edu/concepts/institution/f34a2a5c-e772-4a81-bff8-12b0e7380108
Medical School,http://history.archives.mbl.edu/concepts/institution/f61f1093-22df-465a-970d-69f67ccbcb41
St Bonaventure,http://history.archives.mbl.edu/concepts/institution/341f6f6b-b2fc-41dd-ae90-dde0d53d00b0
University Of Arkansas For Medical Sciences Library,http://history.archives.mbl.edu/concepts/institution/44ec26f8-5c6b-4365-bffb-5491ad5c7d2b
Malawi Liverpool Wellcome Trust,http://history.archives.mbl.edu/concepts/institution/3af1cc27-d418-4b82-aafe-a6921963d5b6
Department Of Zoology Duke University,http://history.archives.mbl.edu/concepts/institution/d2830fa3-16ac-4249-a9ae-a8dfc37974d2
Battelles William F Clapp Laboratories,http://history.archives.mbl.edu/concepts/institution/527c3984-becb-4f9a-b14d-b8fbd76a26d4
University Of Lisbon Uppsala,http://history.archives.mbl.edu/concepts/institution/86826ca0-437f-4ac7-8dbd-6ab8b4e949c2
Kaiser Wilhelm Institute,http://history.archives.mbl.edu/concepts/institution/276bdf67-9079-4aeb-ba1c-bf97ceae11e0
Trinity College,http://history.archives.mbl.edu/concepts/institution/d2b1ea6a-7b87-443b-9a06-f889a69381f2
Concord Academy,http://history.archives.mbl.edu/concepts/institution/1332812b-f669-4413-920a-96c90d85d04a
Museo Nacional Ciencias Naturales,http://history.archives.mbl.edu/concepts/institution/43df20d7-92a8-4f4a-9a34-e0e67e582bd5
University Of Medicine And Dentistry,http://history.archives.mbl.edu/concepts/institution/e8e0870e-9317-40fd-a8f6-5a607e3ed7e9
Weill Graduate School Of Biomedical Science,http://history.archives.mbl.edu/concepts/institution/6b608b7c-5808-493a-ac6e-ef93d3b12e10
Leona,http://history.archives.mbl.edu/concepts/institution/dd3f2501-bea5-4e5c-9b4d-c78cea3eb4f2
Institute For Genetic Engineering And Molecular Biology Consejo Nacional De Investigaciones Cientificas Y Tecnicas,http://history.archives.mbl.edu/concepts/institution/7dabe6c3-3317-48f5-80c4-44f9ffd3f4d0
Louisiana State Normal College,http://history.archives.mbl.edu/concepts/institution/6712681f-fbb3-4945-a28e-ed5cad55a9bc
Colorado University,http://history.archives.mbl.edu/concepts/institution/b56ac366-b779-48a2-9be0-da36cbe3b39d
Max Planck Society,http://history.archives.mbl.edu/concepts/institution/09f3f5de-ef26-494c-b614-b44e3a56b38a
Osborn Botanical Laboratory Yale University,http://history.archives.mbl.edu/concepts/institution/82fac906-4f62-4367-b10f-89d2889971bd
National Institutes Of Health,http://history.archives.mbl.edu/concepts/institution/1b8773f2-2af5-4865-8f83-7a4fe5f58c9b
University Of California School Of Medicine,http://history.archives.mbl.edu/concepts/institution/3e400bce-2d32-4828-984e-2e7a4009ea1a
Johns Hopkins University School Of Hygiene And Public Health,http://history.archives.mbl.edu/concepts/institution/0522778c-0d29-4065-b4ae-5fc6b6651804
Memorial Hospital New York City,http://history.archives.mbl.edu/concepts/institution/93127c30-6f8a-4087-a22c-4060eec9f13a
Liggett School,http://history.archives.mbl.edu/concepts/institution/b22934fa-b531-409e-b507-df9c2d6f98ff
Mblwhoi Library Mbl,http://history.archives.mbl.edu/concepts/institution/a0fc479e-7501-4626-aaf8-c76ddcb185e1
Frederick Cancer Research Facility,http://history.archives.mbl.edu/concepts/institution/ad1bbe9e-d273-49bc-9cec-7b79fbeef48a
Samaritan Health Systems,http://history.archives.mbl.edu/concepts/institution/9fb0bb9b-47f3-4e95-987b-99b8a06dc315
Riken,http://history.archives.mbl.edu/concepts/institution/5c5d395b-58cb-45d7-a44c-34fd1e9c9007
Protean Research,http://history.archives.mbl.edu/concepts/institution/ff8f973d-8359-49e2-a9c2-61f4e1965d88
Exxon Biomedical Sciences Inc,http://history.archives.mbl.edu/concepts/institution/9c83317f-f80a-4f58-911f-3903ca2796cf
Collegiate Institute,http://history.archives.mbl.edu/concepts/institution/84c2d053-bee2-438a-a947-f477b2a753c2
Ninds Nih,http://history.archives.mbl.edu/concepts/institution/3a5e158e-9092-415e-9a61-158effb56a50
Luther College,http://history.archives.mbl.edu/concepts/institution/74f0f2ee-3f99-432d-986e-eb2fddc14d1d
University Of California Riverside,http://history.archives.mbl.edu/concepts/institution/7c48ce50-296f-4667-acce-dd044dd9c14e
East High School,http://history.archives.mbl.edu/concepts/institution/c5da169f-270b-4575-830d-60c65b11eec7
Pennsgrove,http://history.archives.mbl.edu/concepts/institution/e2749b2c-d38c-4849-8600-623a3c34f585
Institute De Fisica Da Univ Of Sao Paulo,http://history.archives.mbl.edu/concepts/institution/28b3b996-1346-4fef-b223-fbaa202b0be4
Barnard Hospital,http://history.archives.mbl.edu/concepts/institution/4862760d-59cf-4ab5-814c-8486fead83a1
Israel Academy Of Science,http://history.archives.mbl.edu/concepts/institution/b0113d32-e60a-4034-b042-10699cb63cc1
Osaka Medical College,http://history.archives.mbl.edu/concepts/institution/40eefdba-3b21-4582-8915-b99b5b859a59
University Of Pittsburgh Medical Center,http://history.archives.mbl.edu/concepts/institution/0e0bdd20-602a-40d2-ad99-767c8a94feb1
Museum Of Vertebrate Zoology,http://history.archives.mbl.edu/concepts/institution/8ac37644-3b8e-4114-9e7e-50e3dde6215d
Johns Hopkins School Of Public Health,http://history.archives.mbl.edu/concepts/institution/c0b11a01-5bd5-4984-8948-cf9a414ae781
Monmouth College,http://history.archives.mbl.edu/concepts/institution/f12614e7-b02e-4792-993d-6b931e2adcc2
Boston City Hospital,http://history.archives.mbl.edu/concepts/institution/103a56d3-fb25-49fd-b086-38731b2e9b61
Louisiana State University Eye Center,http://history.archives.mbl.edu/concepts/institution/075c7494-c326-42f8-a7ba-5636cc87ef41
Colorado Agricultural College,http://history.archives.mbl.edu/concepts/institution/3218f68f-e56c-4aaa-a266-99cd84c26bea
Solomon Schecter Day School,http://history.archives.mbl.edu/concepts/institution/dfbd4b3d-6f99-4193-89ef-faa9191271b7
Champaulimaud,http://history.archives.mbl.edu/concepts/institution/14ff40de-452a-4eb4-b1c3-65b6561a2fe1
Central Park Animal Hospital,http://history.archives.mbl.edu/concepts/institution/ab7eda92-67f2-4aa1-a432-b6bf7b59c2db
Instituto De Investigaciones Biologicas,http://history.archives.mbl.edu/concepts/institution/62f0494b-33a2-44c7-918d-cf118f3e0db4
Yale Medical School,http://history.archives.mbl.edu/concepts/institution/9a5a3a3d-4d8e-47fd-9bcf-df65faa0969d
Kenya Colony,http://history.archives.mbl.edu/concepts/institution/672f5d48-0493-430f-add1-a0e4aa8825ba
Marine Research Foundation Inc,http://history.archives.mbl.edu/concepts/institution/9fae3694-33cc-429f-b403-9e1b1d7ccb00
Bingham Oceanographic Foundation Yale University,http://history.archives.mbl.edu/concepts/institution/36f93d7e-52d4-43e3-b116-1628bcd561bf
Parmly Hearing Institute Loyola University Of Chicago,http://history.archives.mbl.edu/concepts/institution/5fde1364-0fad-4dbe-8709-a97f764af6e8
Bareilly College,http://history.archives.mbl.edu/concepts/institution/d7889e46-aa97-462f-b2cb-5700bf72945f
Bowman Gray School Of Medicine,http://history.archives.mbl.edu/concepts/institution/c1cac18b-1c1c-4a11-b42f-e7c9d93c3461
Scheie Eye Institute,http://history.archives.mbl.edu/concepts/institution/568c8e9a-e630-4aa7-ad12-e454cf39d530
University Of Maine At Orono,http://history.archives.mbl.edu/concepts/institution/ae83c2d5-a7ba-41fb-8d15-3b99d3e9c7e7
University Of Oklahoma Health Sciences,http://history.archives.mbl.edu/concepts/institution/d8227d88-c77f-45f9-b3d7-34a8ecc971b4
Israel Institute Technology,http://history.archives.mbl.edu/concepts/institution/4edd5f61-1c23-424d-a6df-d4749167ec3a
London School Of Hygiene And Tropical Med,http://history.archives.mbl.edu/concepts/institution/866bdeaf-30e4-4637-a21d-c77d57a41416
Toronto University,http://history.archives.mbl.edu/concepts/institution/cf284783-d361-4fb6-9733-760a6b9295e3
Janelia Farm Research Campus,http://history.archives.mbl.edu/concepts/institution/9fa89114-dd00-43f4-b11d-6dc466800935
West Germany,http://history.archives.mbl.edu/concepts/institution/a8a25e94-0de2-46e9-9c6b-fe09410e95cd
University Film Foundation,http://history.archives.mbl.edu/concepts/institution/160cbf55-60be-4bea-924a-d6f4dbebdb07
Atlantic Veterinary College,http://history.archives.mbl.edu/concepts/institution/8d75c1a2-8cf0-4460-8221-b6f9eb942c82
Division Of Biology University Of Illinois,http://history.archives.mbl.edu/concepts/institution/81579407-f642-4248-a299-76cf7f326e54
Western Washington University,http://history.archives.mbl.edu/concepts/institution/dbca03bf-63c0-4605-be7d-b8e9b7de3316
Hebrew University Medical School,http://history.archives.mbl.edu/concepts/institution/0e1c2df5-0a69-46a1-bc69-f39f3ad4db8e
University Of Pennsylvania Perelman School Of Medicine,http://history.archives.mbl.edu/concepts/institution/052395fe-4f52-4af7-99b4-e2e9eb6fccf6
Colorado State University Libraries,http://history.archives.mbl.edu/concepts/institution/ee1f2590-7479-4d2e-9d2f-13e1e55b2217
Northland College,http://history.archives.mbl.edu/concepts/institution/b44fda6e-ded8-489a-9697-38366fda7faa
University Of Illinois Urbana,http://history.archives.mbl.edu/concepts/institution/74e2fbd0-5cd5-4e05-86ed-499f36f6eaa1
University Of Miami Miller School Of Medicine,http://history.archives.mbl.edu/concepts/institution/fe2b9788-86b7-4c73-ae29-10a6f170922e
Prairie Technologies Inc,http://history.archives.mbl.edu/concepts/institution/410f158c-6131-4fe6-a95e-39aa92038700
Mpi For Infection Biology,http://history.archives.mbl.edu/concepts/institution/1a050bb8-1062-4930-9f9c-2d2cf1e751e5
University Of California San Francisco,http://history.archives.mbl.edu/concepts/institution/60723207-b673-4cf8-8043-759767ababff
Pennsylvania School Of Horticulture,http://history.archives.mbl.edu/concepts/institution/c3684170-d487-4a43-a5a0-49441d2af7df
University Of Washington School Of Medicine,http://history.archives.mbl.edu/concepts/institution/58513b09-ec30-4374-8f41-bb62f6be528f
Bigelow Laboratory,http://history.archives.mbl.edu/concepts/institution/9032758a-b8d4-4eb2-aa80-8a11e3fd64af
Division Of Biochemistry Sloan Kettering Institute For Cancer Research,http://history.archives.mbl.edu/concepts/institution/67c41892-9b88-4110-992d-1e153d9aba8a
Gsf Forschunszentrum,http://history.archives.mbl.edu/concepts/institution/8d8169a7-45d5-442f-9f7b-475d016ada3c
Dept Of Botany University Of Tennessee,http://history.archives.mbl.edu/concepts/institution/7c2a3dc1-bad2-4c84-b30b-98a2361d21de
National Institute Of Alcohol Abuse And Alcoholism,http://history.archives.mbl.edu/concepts/institution/d9fa084d-cacc-48c7-a85e-f41f09b052ef
Universidad Nacional Bahia Blanca,http://history.archives.mbl.edu/concepts/institution/4be90b2b-ee3d-4675-92c3-00e69fa31d32
National Institute Of Child Health And Human Development Nih,http://history.archives.mbl.edu/concepts/institution/14915f95-8c02-4c05-82a7-a474a9c71afe
Ifibyne Conicet,http://history.archives.mbl.edu/concepts/institution/f66f6e23-6016-4d4b-b103-cfe108b470a2
Department Of Physiology Hebrew University Medical School And Haifa Medical School,http://history.archives.mbl.edu/concepts/institution/c0acdbc7-17c7-46a9-a339-68eb40e9dd5d
Stephens College,http://history.archives.mbl.edu/concepts/institution/e9ae63ce-6ed1-4f1b-bf5a-4f4e7cb4e987
Institute For Marine And Aquarium Studies,http://history.archives.mbl.edu/concepts/institution/fb8ad644-7b76-46aa-8cb4-5070d0cb988c
Sanford Bismarck Medical Center,http://history.archives.mbl.edu/concepts/institution/08b8480e-8f17-403d-b213-885a1a8a39ec
University Of Texas Health Science Center At Houston,http://history.archives.mbl.edu/concepts/institution/271186f9-5dcf-4d7f-89fb-076321532258
University Of Toronto At Mississauga,http://history.archives.mbl.edu/concepts/institution/509e5c24-cae6-4055-8941-3b5aa3346d84
Yale University Medical Center,http://history.archives.mbl.edu/concepts/institution/06668c64-655d-40fe-a202-212e1cedfc1d
Scripps Institute Of Oceanography University Of California San Diego,http://history.archives.mbl.edu/concepts/institution/febe9be4-5815-4645-a7b5-64b156a23333
University College Dublin,http://history.archives.mbl.edu/concepts/institution/bf98d446-ef32-4628-95b6-84b6282a1344
East Carolina Teachers College,http://history.archives.mbl.edu/concepts/institution/9a976c02-f674-4933-87e5-097b11c748e6
Amateur Research Center,http://history.archives.mbl.edu/concepts/institution/feeba5fa-ca8b-4613-87c6-a37e4c673c01
University Of Western Cape,http://history.archives.mbl.edu/concepts/institution/b4da4a36-94c0-4086-8ec2-36e428da6e7f
School Of Medicine University Of New Mexico,http://history.archives.mbl.edu/concepts/institution/cf2fae24-6b26-44b1-a8a9-3b9165cc1f8f
Oregon State University,http://history.archives.mbl.edu/concepts/institution/419b7882-4dd3-4076-aa75-cd21f30ce8fb
Kaleida Health,http://history.archives.mbl.edu/concepts/institution/1109c938-ad6d-49e1-90ea-adb36c18a9f4
Rosalind Franklin University,http://history.archives.mbl.edu/concepts/institution/63c19be6-3d9d-4ce3-87c0-6ff31cdd60e9
Yale University School Of Forestry,http://history.archives.mbl.edu/concepts/institution/aea04dbd-cdd1-4c99-a17d-1171f65d250a
Parke Davis Research,http://history.archives.mbl.edu/concepts/institution/305a74b6-e8b5-473f-96e0-301ee0b32bb4
Eidgenossische Technische Hochschule,http://history.archives.mbl.edu/concepts/institution/0f00fb11-6019-4e8a-b06a-a89c2449ace3
Cp Li Biomedical Research Corp,http://history.archives.mbl.edu/concepts/institution/7931fbf2-a5f4-47a7-8f6e-b761aabf4c74
University Of Rochester Of Medicine,http://history.archives.mbl.edu/concepts/institution/9ca3d25b-64c1-4097-a555-af9dfefbd2c4
Cit,http://history.archives.mbl.edu/concepts/institution/4524a147-610b-49f3-8710-eedfafaa1da6
Sea Worlds Shark Institute,http://history.archives.mbl.edu/concepts/institution/52976379-67cb-4734-85d6-848d6815ee5e
Supecomputing Research Center,http://history.archives.mbl.edu/concepts/institution/a6694b14-33a0-49b3-803e-4c00103d4938
Dorcester High School,http://history.archives.mbl.edu/concepts/institution/1c58d107-4819-425f-9fd2-ed411227cb95
Tohoku University,http://history.archives.mbl.edu/concepts/institution/3a96aa40-6c1d-4260-906d-cae1ac1f71ab
Us Army Medical Research Institute,http://history.archives.mbl.edu/concepts/institution/0539d033-6dd0-4da8-8e2e-52b45f467972
European Institute Of Oncology,http://history.archives.mbl.edu/concepts/institution/ef6482b9-fec5-4eef-8422-9bd42eec6fb6
Academy Of Veterinary Medicine,http://history.archives.mbl.edu/concepts/institution/4012f160-0fc3-49cf-b508-9dae5352b401
Palisades,http://history.archives.mbl.edu/concepts/institution/08bab04a-ba2a-4359-8f7c-e8a571fe0812
Western Psychiatric Institute,http://history.archives.mbl.edu/concepts/institution/c74e29c1-40d4-4e7c-b952-c8d91e62ef5e
Montana State College,http://history.archives.mbl.edu/concepts/institution/7530ba96-20c2-428a-b95d-5df6fcfe78cf
Biology Department Princeton University,http://history.archives.mbl.edu/concepts/institution/ba30fbe9-54ee-411c-840a-6893e8fa2c71
University Of Kentucky Medical Center,http://history.archives.mbl.edu/concepts/institution/d86d94d8-594f-4446-b7d8-2d05043da2b6
Optiquip,http://history.archives.mbl.edu/concepts/institution/5eaaf6b1-7d95-4bc2-a801-22ca0d9b5b23
Mpi Fur Biologische Kybernetik,http://history.archives.mbl.edu/concepts/institution/54418814-f020-451f-8937-fa961a1e3207
Carl Von Ossietzky University,http://history.archives.mbl.edu/concepts/institution/a25ce217-135b-4f95-89db-2c41e27a45d9
Universite De Montpellier Ii,http://history.archives.mbl.edu/concepts/institution/a244799c-70fe-4ecf-b8e4-55fd51d4a496
Belgrade University,http://history.archives.mbl.edu/concepts/institution/88cf724c-c9f5-4230-ab7e-bb1d432ef95f
Huping Christian College,http://history.archives.mbl.edu/concepts/institution/e69f8dc5-5bdc-4548-9420-80259446942f
Opti Quip Inc,http://history.archives.mbl.edu/concepts/institution/3a9e190e-653f-460a-a356-a9bce154b5cc
Stanford University Medical Center,http://history.archives.mbl.edu/concepts/institution/a05612b1-995e-4e86-9bba-45a38e983013
Swiss Federal Institute Of Technology,http://history.archives.mbl.edu/concepts/institution/db11555f-b771-4292-bc12-0c9bd42d773a
Johns Hopkins University Medical School,http://history.archives.mbl.edu/concepts/institution/006eb0dd-981f-4a97-b075-5119845e99b8
New York University Bellevue Medical Center,http://history.archives.mbl.edu/concepts/institution/fbd2d426-37eb-4429-8ea9-99f4f2447c10
Childrens Medical Center,http://history.archives.mbl.edu/concepts/institution/83b73e64-79f7-402f-a0bc-fe159161da8e
Free University Berlin,http://history.archives.mbl.edu/concepts/institution/11738119-d8f6-4a1e-9757-01133a4aecc1
Kansas Medical College,http://history.archives.mbl.edu/concepts/institution/862961f5-010e-40e3-8f2d-f75cab97618f
City University Of New York Herbert Lehman College,http://history.archives.mbl.edu/concepts/institution/01ae97f6-2683-495d-850b-7f4e6bbdb371
Columbia Liniversity,http://history.archives.mbl.edu/concepts/institution/e5fa2573-07b4-4a6b-89fb-4c66a62b6b9a
